feature,n_septic,n_control,mean_septic,mean_control,hedges_g,univariate_auc,welch_t,p_welch,p_mannwhitney,q_welch,q_mannwhitney,significant,abs_g
cum_labs,1253,12981,62.901944581558965,36.64541494965039,0.7909215540540766,0.5861451505678414,13.540108778325553,3.708142454694035e-39,6.2915541007897455e-24,1.109071697813034e-37,3.980617882999666e-23,True,0.7909215540540766
Fibrinogen_hours_since,236,1547,19.66484554907528,11.917540875476025,0.7467783835874829,0.5326301315832722,5.287267634715857,2.77467833044188e-07,0.10587771767637745,6.968466952025791e-07,0.12806532763061831,True,0.7467783835874829
SBP_n_obs,1253,12981,23.709416343013668,16.33214341894417,0.7399156526030538,0.48364661273924014,10.15650818127667,2.3562797713188832e-23,0.05550161703948255,1.6150334265914845e-22,0.07023089233072985,True,0.7399156526030538
BUN_n_obs,1253,12981,2.842208736557558,1.712557156904516,0.73397098317738,0.5773876768631027,12.387371146533043,2.2243550102682074e-33,1.2827834095433117e-19,3.1817947755575664e-32,6.2990409214888e-19,True,0.73397098317738
HCO3_n_obs,1253,12981,2.832119251587276,1.6922376458135282,0.733153175122922,0.5793574967109213,12.436597635618696,1.2816209627983295e-33,1.506668917997164e-20,2.1082664838032518e-32,7.995065710017208e-20,True,0.733153175122922
DBP_n_obs,1253,12981,18.122131441010005,9.776880804141246,0.7232964250738324,0.5626723888244056,12.02311761102258,1.2354352738109193e-31,5.427476726901096e-14,1.4516364467278302e-30,1.8036766092428892e-13,True,0.7232964250738324
Chloride_n_obs,1253,12981,2.9271419901379994,1.7474037328485752,0.7096385386894861,0.5759952556357616,11.89552849349405,4.91112368148182e-31,5.644296119364602e-19,5.385865637358396e-30,2.6912658308274694e-18,True,0.7096385386894861
Creatinine_n_obs,1253,12981,2.157682700845259,1.393090310962606,0.6940002234972817,0.5680894472017639,12.5727024705853,2.7014095657323506e-34,1.54795924383146e-15,5.3194404591493616e-33,5.658651013561671e-15,True,0.6940002234972817
Lactate_n_obs,1253,12981,1.9988077504014787,0.7569802217423691,0.6755907897815292,0.6556357185555683,12.209501924768952,1.5533442645537144e-32,1.2483328351511804e-96,1.9655779347622e-31,1.0267537569118459e-94,True,0.6755907897815292
WBC_n_obs,1253,12981,2.550712598747881,1.586284480465958,0.6611579686293235,0.5712125580065358,11.844183749721488,8.343852946996147e-31,7.503013664249177e-17,8.855250385683008e-30,3.2480151257078675e-16,True,0.6611579686293235
hours_since_any_lab,1241,12915,1.6297070450276305,3.2213291237766066,-0.6498966750174193,0.26184327389492384,-29.55923699217068,1.2550436441205987e-156,1.3613263628444784e-169,4.12909358915677e-154,4.478763733758334e-167,True,0.6498966750174193
any_lab_this_hour,1253,12981,0.40879376710846677,0.2871428948236124,0.6393062911732125,0.6799931915963124,21.183240049259744,2.782786334391917e-87,1.3006737117604245e-98,4.5776835200747037e-85,1.4264055038972657e-96,True,0.6393062911732125
Potassium_n_obs,1253,12981,3.637902429040465,2.294609091724971,0.6310637350250626,0.5603213561622048,11.318745964644636,2.157823424947526e-28,1.624570088882616e-12,1.972010852243711e-27,4.948921844836858e-12,True,0.6310637350250626
SaO2_hours_since,553,5017,12.537583937211666,8.033109175571116,0.5863183049518317,0.4874560310495851,6.165834513167625,1.3340358617132706e-09,0.3321942764942388,4.026585307373083e-09,0.3655248059083765,True,0.5863183049518317
BaseExcess_n_obs,1253,12981,4.39233243225346,2.4052390026410886,0.5822291275659673,0.6039146907140911,11.25369210995155,4.128863939206401e-28,6.780573562783408e-36,3.6713411783754215e-27,9.295036258982254e-35,True,0.5822291275659673
Platelets_n_obs,1253,12981,2.0685481519601105,1.3990127688155982,0.5594214942155048,0.5505515981273631,10.596385177527551,3.1618385488130784e-25,3.2299171718499902e-09,2.4191741454872157e-24,8.050323860141263e-09,True,0.5594214942155048
n_labs_this_hour,1253,12981,2.2282318861981154,1.6459138288635664,0.5584447016322527,0.6497941340136573,14.943072817404653,6.139210634514141e-47,7.051665621863991e-69,2.5247503734439404e-45,3.314282842276076e-67,True,0.5584447016322527
SBP_obs_rate,1253,12981,0.7274323035411463,0.8322771682943114,-0.5512497413924589,0.40916707843552796,-12.388645955433516,1.8869810616082344e-33,1.682140414589164e-26,2.9392824698999414e-32,1.203096079130076e-25,True,0.5512497413924589
pH_n_obs,1253,12981,4.550697842220414,2.6028453907071647,0.5453008155890517,0.595650663352104,10.654584280789637,1.7647872323236787e-25,2.364922485445912e-30,1.4161341449621716e-24,1.9950243531069361e-29,True,0.5453008155890517
Hgb_n_obs,1253,12981,2.888487317036698,1.9136567470461117,0.5447470962834496,0.5534136606924984,10.43006983964764,1.6035380307621589e-24,3.9859871757274405e-10,1.1468782872190225e-23,1.0407855403288317e-09,True,0.5447470962834496
n_sparse_labs_this_hour,1253,12981,0.49480951810515794,0.37237486265331116,0.5347710841851601,0.6249121667354331,12.557012543594647,2.7486470457610683e-34,1.8874913067503826e-48,5.3194404591493616e-33,3.8811539995054744e-47,True,0.5347710841851601
PaCO2_n_obs,1253,12981,3.5282268861869124,2.033034725418185,0.5331738847130189,0.5982186009105456,10.910239454384563,1.351679723926914e-26,2.6772686094171916e-32,1.1117565729298865e-25,2.75256678905705e-31,True,0.5331738847130189
Alkalinephos_n_obs,1253,12981,0.7203892992775224,0.30412571757355145,0.5011470270225377,0.6090498895401979,10.08998653878069,4.123904892238105e-23,1.7154304195500436e-58,2.7689075705027276e-22,6.27085120035516e-57,True,0.5011470270225377
PTT_n_obs,1253,12981,1.7032961544223242,1.072960635844333,0.4980228701244432,0.5644725211683624,10.288089012028239,6.19301947237165e-24,3.181742632376444e-14,4.335113630660155e-23,1.0681564551549489e-13,True,0.4980228701244432
sirs_score,1253,12981,1.4383287086431755,1.0901492435983609,0.49518979327895774,0.637876968321249,16.237916144003336,1.0482471972757771e-54,1.2328542270974885e-58,7.202744631417124e-53,5.0701130089384213e-57,True,0.49518979327895774
AST_n_obs,1253,12981,0.7263331134377697,0.31237861797957983,0.4911481629803366,0.6082696344273321,10.069022228964624,5.0037353471021336e-23,1.5525638099284948e-56,3.2278998611698074e-22,5.107934934664748e-55,True,0.4911481629803366
Resp_min6,1252,12966,16.794603669224454,15.151631878239863,0.4873487967749725,0.6223783732238506,14.157843416307005,1.137976259510672e-42,1.5480984332397757e-46,4.159935437544568e-41,2.829579914088257e-45,True,0.4873487967749725
DBP_dev,898,8165,13.02955657010898,6.943249965487775,0.4863109245156975,0.6177424282306603,10.521153746762996,1.2694697306938692e-24,4.092985797922842e-31,9.281234253295176e-24,3.740534243101709e-30,True,0.4863109245156975
Hct_n_obs,1253,12981,3.707389581214164,2.579724741234254,0.48006498018618454,0.5295485888178517,9.033241383831124,5.842154960532861e-19,0.0005401209969203079,2.8265720323754577e-18,0.0008900949437178605,True,0.48006498018618454
SBP_dev,1168,12878,16.835697212792322,9.92471131454214,0.46917582422211435,0.5838813392596911,10.004837682303155,1.0239455587265352e-22,1.9352770981518094e-21,6.47842478501981e-22,1.1170283601613074e-20,True,0.46917582422211435
FiO2_hours_since,999,7380,3.331926478615573,5.966189473889627,-0.4596930141641165,0.26059711472990604,-11.087445166186088,3.1915230521801913e-27,1.3090676782223477e-133,2.763187063598113e-26,2.153416330675762e-131,True,0.4596930141641165
Lactate_obs_rate,1253,12981,0.08748961797385724,0.04398302155004792,0.45724916921792685,0.6466472300697569,11.417918235108043,6.601167491327386e-29,5.2577079419702804e-86,6.387600307784442e-28,3.4595718258164444e-84,True,0.45724916921792685
Temp_n_obs,1253,12981,9.631338020018097,6.825188394475638,0.457230130535832,0.507212149280983,8.528760788359882,4.040920056475922e-17,0.39838440730686075,1.7965712142980787e-16,0.4297326885375646,True,0.457230130535832
sirs_temp,1253,12981,0.20235947460710635,0.12204817466781619,0.4495110037772653,0.6170379902654706,12.369954941051354,1.9654776394467694e-33,2.6779192573847494e-46,2.9392824698999414e-32,4.6370286088399085e-45,True,0.4495110037772653
Resp_locf,1252,12966,20.060546267146883,18.470030605618312,0.4368300224248764,0.6076179701248633,12.519326581252976,3.4972102996550837e-34,2.21041587358942e-36,6.195848943022211e-33,3.161855749612692e-35,True,0.4368300224248764
Bilirubin_total_hours_since,596,3449,15.080757118911551,11.146010432114771,0.4297162299843065,0.4782728093543309,5.239511057267259,2.2082942643907955e-07,0.0897750300406782,5.588683176804398e-07,0.11020889881859376,True,0.4297162299843065
Resp_mean6,1252,12966,20.090899871941954,18.49766429721362,0.42912515536112633,0.6054792048902536,12.290512863650996,4.6038095720911676e-33,5.116310627410235e-35,6.311055621741642e-32,6.299914344383839e-34,True,0.42912515536112633
tachycardic,1253,12981,0.26644314166845223,0.15541766868765333,0.4278586483751387,0.6158467348035772,12.10215058006984,3.7707940187382206e-32,8.292886487790464e-47,4.594782341351387e-31,1.6049174438135662e-45,True,0.4278586483751387
Alkalinephos_hours_since,595,3394,15.331360035132962,11.27743149250658,0.4227249668354355,0.4738852052311791,5.093701151884127,4.668800373256843e-07,0.04182572231562119,1.146295017016046e-06,0.05482335713880228,True,0.4227249668354355
Bilirubin_direct_dev,76,334,2.0819705371263795,1.0429563613129456,0.4135497683930611,0.6009691144027735,2.370688098626496,0.01996194507748136,0.005991736196113486,0.028308103148669685,0.008879645083429446,True,0.4135497683930611
