auc_a,auc_b,diff,z,p_value,champion,challenger
0.8193483447291261,0.8134812579373546,0.005867086791771503,4.998767398270981,5.769795260691734e-07,ensemble,xgboost
0.8193483447291261,0.7921262810616994,0.027222063667426744,11.995684975059286,3.743077206812895e-33,ensemble,logistic
0.8193483447291261,0.7702476537027559,0.04910069102637016,16.106630190293206,2.2917752971000766e-58,ensemble,gru
0.8193483447291261,0.6478464468195877,0.1715018979095384,29.87483702476312,4.1779026890232795e-196,ensemble,clinical_rule
